;meta[language=hu]
; id      |key(hex)|key(str)| text
2118472000||skill_desc_sword_s1|Consumes $I$% less Stamina.<br>Incoming melee damage is reduced by $I$%.<br>$I$% chance that taking damage while whirling will not cause stagger.
2118472001||skill_desc_sword_s3|Increases defense efficiency by $I$%.<br>Reduces the damage received through counters and perfect parries by $I$%.<br>$I$% chance to avoid stagger effects while parrying attacks from human-sized enemies.
2118472002||skill_desc_sword_s5|Fast attacks have a $I$% higher chance of inflicting injuries.<br>Fast attacks reduce enemy speed by $F$%, to a maximum of $F$%.<br>Enemy speed recovers after not taking damage for $I$ seconds.
2118472003||skill_name_sword_s6|Sundering Strikes
2118472004||skill_desc_sword_s6|Strong attacks deal $I$% more poise damage.<br>Strong attacks deal $I$% damage through enemy blocks.
2118472005||skill_desc_sword_s10|Chance of receiving injuries is $F$% lower.<br>Poise costs when attacked from behind reduced to $F$%.<br>Deflecting and redirecting projectiles costs $F$% less stamina and poise.
2118472006||skill_name_sword_s9|Footwork
2118472007||skill_desc_sword_s9|Increases movement efficiency by $I$%.<br>Reduces graze damage received by $I$%.<br>$I$% chance to avoid stagger effects while dodging.
2118472008||skill_name_sword_s13|Steady Shot
2118472009||skill_desc_sword_s13|Ranged damage is increased by $I$%.<br>Time slow while aiming ranged weapons is increased to $I$%.
2118472010||skill_desc_sword_s16|Increases the chance of resisting stagger effects by $I$%.<br>Lowers the speed malus from low Stamina by $I$%.<br>Lowers the Sign Intensity malus from low Vigor by $I$%.
2118472011||skill_desc_magic_s1|Alternate Sign Mode:<br>Aard strikes in a circle, but with decreased damage and knockback.<br>Damage reduction lowered to $I$%.<br>Knockback power reduction lowered to $I$%.
2118472012||skill_desc_magic_s2|Alternate Sign Mode:<br>Emits a continuous stream of fire dealing $F$ damage and slowing opponents by $F$%.<br>Deals $I$% damage to burning enemies.<br>Vigor cost is reduced by $I$%.
2118472013||skill_desc_magic_s3|Alternate Sign Mode:<br>Creates a protective glyph that shocks opponents who take offensive actions against Geralt.<br>Deals $I$ damage and has a chance to interrupt attacks based on skill level and enemy poise. Each target can be hit once every $F$ seconds.<br>Destroys arrows and bolts passing through the area.
2118472014||skill_desc_magic_s4|Alternate Sign Mode:<br>Creates an active shield. Maintaining it and blocking attacks drains Vigor.<br>Damage absorbed by the shield restores Stamina.<br>Reduces the vigor cost of blocked attacks by $I$%.<br>Increases Stamina restored by $I$%.
2118472015||skill_desc_magic_s5|Alternate Sign Mode:<br>Targeted enemy becomes an ally for $I$ seconds.<br>Base success chance of $I$%, -$I$% per current puppet.<br>Enemies that attack or are attacked by a puppet lose $I$ morale.<br>Effect may be broken when the target's health falls below $I$%.
2118472016||skill_name_alchemy_s1|Dissolution
2118472017||skill_desc_alchemy_s1|Increases yield when distilling essences by $I$%.<br>Increases Nigredo magnitude and duration by $I$%.
2118472018||skill_name_alchemy_s2|Purification
2118472019||skill_desc_alchemy_s2|Reduces the toxicity increase from imbibing multiple potions to $I$%.<br>Increases Albedo magnitude and duration by $I$%.
2118472020||skill_name_alchemy_s3|Coagulation
2118472021||skill_desc_alchemy_s3|Potions (except White Honey) restore $I$% of Vitality when imbibed.<br>Increases Rubedo magnitude and duration by $I$%.
2118472022||skill_name_alchemy_s4|Saturation
2118472023||skill_desc_alchemy_s4|Increases the duration of potions by $I$%.<br>Increases the toxicity of potions by $I$%.
2118472024||skill_desc_alchemy_s12|Applied blade oils are $I$% more powerful.<br>Your applied blade oils lose $I$% less potency as they run out.
2118472025||skill_name_alchemy_s5|Fixative
2118472026||skill_desc_alchemy_s5|Applied blade oils last $I$% longer.<br>Applied blade oils reduce weapon durability loss by up to $I$%.
2118472027||skill_name_alchemy_s6|Transfusion
2118472028||skill_desc_alchemy_s6|Oil effects are increased by $I$% per enemy bleed level.<br>$I$% chance per enemy bleed level that applied blade oils will not lose charge.
2118472029||skill_desc_alchemy_s9|Increases the maximum throw distance of bombs by $I$%.<br>Time slow while aiming bombs is increased to $I$%.
2118472030||skill_name_alchemy_s18|Affinity
2118472031||skill_desc_alchemy_s18|Active Decoctions reduce damage taken from monsters of that family by $I$%.<br>Active Mutations reduce damage taken from monsters of that family by $I$%.<br>Researched Mutations reduce damage taken from monsters of that family by $I$%.
2118472032||skill_name_alchemy_s13|Hunter Instinct
2118472033||skill_desc_alchemy_s13|Equipped Archmutagens increase damage dealt to monsters of that family by $I$% per tier.<br>Active Mutations increase damage dealt to monsters of that family by $I$%.<br>Researched Mutations increase damage dealt to monsters of that family by $I$%.
2118472034||skill_name_alchemy_s19|Acclimation
2118472035||skill_name_alchemy_s14|Strain Isolation
2118472036||skill_desc_alchemy_s14|Extends effective duration of all mutagen decoctions by $I$% and lowers their toxicity by $I$.<br>$I$% chance of obtaining regular mutagens as a by-product of alchemy.
2118472037||skill_desc_alchemy_s16|Increases speed by up to $I$% based on the current Toxicity percentage.<br>Increases Adrenaline generation by up to $I$% based on the current Toxicity percentage.
2118472038||skill_desc_alchemy_s20|Reduces damage taken by up to $I$% based on the current Toxicity percentage.<br>Reduces Poise costs by up to $I$% based on the current Toxicity percentage.
2118472039||skill_name_alchemy_s15|Heightened Tolerance
2118472040||skill_desc_alchemy_s15|Reduces the ongoing effects of Toxicity Fever by $I$%.<br>Reduces the damage taken from Toxicity overflow by $I$%.
2118472041||skill_name_alchemy_s17|Metabolic Control
2118472042||skill_desc_alchemy_s17|Increases Toxicity drain by $I$%.<br>Lowers the vigor regeneration malus from toxicity by $I$%.
2118472043||skill_name_perk_2|Horseman
2118472044||skill_desc_perk_2|Increases damage from horseback by $I$%.<br>Reduces mount fear by $I$%.<br>Galloping drains $I$% less stamina.
2118472045||skill_name_perk_4|Alchemical Studies
2118472046||skill_desc_perk_4|Increases alchemical loot from monsters and herbs by $I$%.
2118472047||skill_desc_perk_5|For each equipped piece of light armor:<br>+$I$ safe dodge angle<br>+$F$% adrenaline generation<br>-$F$% received injury chance.
2118472048||skill_desc_perk_6|For each equipped piece of medium armor:<br>+$I$% secondary resistances<br>-$F$% stamina regeneration delay<br>-$F$% poise regeneration delay.
2118472049||skill_desc_perk_7|For each equipped piece of heavy armor:<br>+$F$ stamina regeneration<br>+$F$ poise regeneration<br>+$F$% knockdown chance when performing perfect parries and bash counters.
2118472050||skill_desc_perk_10|Gain $I$ Adrenaline at the start of combat, and allows parries to generate Adrenaline.
2118472051||skill_name_perk_11|Coup de Grâce
2118472052||skill_desc_perk_11|Critical hit chance is increased by $I$% per enemy injury.<br>Critical hits now multiply injury chance by $F$, up from $F$.
2118472053||skill_name_perk_12|Alchemical Refinement
2118472054||skill_desc_perk_12|When brewing potions, oils, or bombs, one contaminated or quality ingredient will be treated as $I$ quality level higher.
2118472055||skill_name_perk_13|Fleet Footed
2118472056||skill_desc_perk_13|Increases movement speed by $I$%.<br>Sprinting in combat will not drain stamina for the first $I$ seconds.
2118472057||skill_desc_perk_15|Beneficial effects from food and drinks last for $I$% longer.<br>While both well-fed and well-hydrated you gain $I$ Vitality.
2118472058||skill_name_perk_16|Positioning
2118472059||skill_desc_perk_16|Increases flanking attack power by $I$%.<br>Increases safe dodge angle by $I$.
2118472060||skill_name_perk_18|Advanced Maintenance
2118472061||skill_desc_perk_18|Equipment maintenance buffs last twice as long.<br>Repair kits apply maintenance buffs.<br>$I$% chance a repair kit will not be consumed on use.
2118472062||skill_name_perk_19|Huntsman
2118472063||skill_desc_perk_19|Increases damage against targets of monster contracts by $I$%.<br>Trophies sell for $I$% more.
2118472064||skill_name_perk_21|Brawler
2118472065||skill_desc_perk_21|Adds gauntlet armor to unarmed damage.<br>Removes unarmed damage penalty against monsters.<br>Increases Poise by $I$.
2118472066||skill_desc_perk_22|Maximum carry weight is increased by $I$.<br>Penalties from equipped armor are reduced by $I$%.
2118472067||skill_desc_sword_s18|As Vitality falls below $F$%, each point of Adrenaline increases Vitality Regeneration by up to $F$ and reduces damage taken by up to $F$.
2118472068||panel_character_tooltip_mutagen_locked_desc|Acclimation skill level to unlock
2118472069||attribute_name_toxicity_drain|Toxicity Drain
2118472070||attribute_name_oil_silver_tooltip|Damage to Supernaturals
2118472071||attribute_name_oil_frost_damage_tooltip|Frost damage
2118472072||attribute_name_oil_frost_damage_tooltip2|Chance to chill
2118472073||attribute_name_oil_poison_tooltip2|Poison damage
2118472074||attribute_name_oil_falka_injury_chance_tooltip|Injury chance
2118472075||attribute_name_oil_falka_injury_chance_tooltip2|Stagger chance
2118472076||item_desc_ethereal_oil|The dimeritium in veil oil temporarily prevents some magical and supernatural abilities.<br>Blocks abilities for $S$ seconds.
2118472077||item_desc_falka_oil|Though originally developed as a tool for Falka's cruelties, the ethics of using this oil are easily overshadowed by its applications on the path.
2118472078||item_desc_silver_oil|A grease with specks of silver, allowing steel swords to damage supernatural creatures and causing them silver burns that halt their regeneration.<br>Burns supernatural creatures for $S$ seconds, dealing $S$ damage per second.
2118472079||item_desc_black_blood_1|Increases resistance to bleeding. When damaged by Vampires or Necrophages, they take damage and poise damage in return.
2118472080||item_desc_black_blood_2|Increases resistance to bleeding. When damaged by Vampires or Necrophages, they take damage and poise damage in return.
2118472081||item_desc_black_blood_3|Increases resistance to bleeding. When damaged by Vampires or Necrophages, they take damage and poise damage in return.<br><br>Superior potion: poisons enemies based on returned damage.
2118472082||item_desc_blizzard_1|Increases adrenaline generation, and when an enemy begins an attack, time slows for a short period.
2118472083||item_desc_blizzard_2|Increases adrenaline generation, and when an enemy begins an attack, time slows for a short period.
2118472084||item_desc_blizzard_3|Increases adrenaline generation, and when an enemy begins an attack, time slows for a short period.<br><br>Superior potion: speed is offset proportional to current adrenaline.
2118472085||item_desc_cat_1|Increases movement speed, movement efficiency, and safe dodge angle.
2118472086||item_desc_cat_2|Increases movement speed, movement efficiency, and safe dodge angle.
2118472087||item_desc_cat_3|Increases movement speed, movement efficiency, and safe dodge angle.<br><br>Superior potion: negates stagger effects while dodging.
2118472088||item_desc_full_moon_1|Increases maximum vitality and resistance to injuries.
2118472089||item_desc_full_moon_2|Increases maximum vitality and resistance to injuries.
2118472090||item_desc_full_moon_3|Increases maximum vitality and resistance to injuries.<br><br>Superior potion: at night, incoming attacks cannot deal more than 1/5 of maximum vitality. During a full moon, 1/6 maximum vitality.
2118472091||item_desc_golden_oriole_1|Increases resistance to poisoning and poison damage, and hastens the reduction of poison stacks.
2118472092||item_desc_golden_oriole_2|Increases resistance to poisoning and poison damage, and hastens the reduction of poison stacks.
2118472093||item_desc_golden_oriole_3|Increases resistance to poisoning and poison damage, and hastens the reduction of poison stacks.<br><br>Superior potion: when imbibed, heals a percentage of vitality equal to the current toxicity percentage.
2118472094||item_desc_tiara_1|Increases poise, defensive stamina efficiency, and reduces damage taken through counters and parries.
2118472095||item_desc_tiara_2|Increases poise, defensive stamina efficiency, and reduces damage taken through counters and parries.
2118472096||item_desc_tiara_3|Increases poise, defensive stamina efficiency, and reduces damage taken through counters and parries.<br><br>Superior potion: negates stagger effects while parrying attacks from human-sized enemies.
2118472097||item_desc_maribor_forest_1|Increases vigor regeneration.
2118472098||item_desc_maribor_forest_2|Increases vigor regeneration.
2118472099||item_desc_maribor_forest_3|Increases vigor regeneration.<br><br>Superior potion: toxicity drain is increased by 50% while at full vigor.
2118472100||item_desc_petri_philtre_1|Increases Sign intensity.
2118472101||item_desc_petri_philtre_2|Increases Sign intensity.
2118472102||item_desc_petri_philtre_3|Increases Sign intensity.<br><br>Superior potion: Signs always apply their special effects.
2118472103||item_desc_swallow_1|Increases vitality regeneration. The effect is paused for 2 seconds upon receiving damage.
2118472104||item_desc_swallow_2|Increases vitality regeneration. The effect is paused for 2 seconds upon receiving damage.
2118472105||item_desc_swallow_3|Increases vitality regeneration. The effect is paused for 2 seconds upon receiving damage.<br><br>Superior potion: duration is paused while at full vitality.
2118472106||item_desc_tawny_owl_1|Increases stamina regeneration and offensive stamina efficiency.
2118472107||item_desc_tawny_owl_2|Increases stamina regeneration and offensive stamina efficiency.
2118472108||item_desc_tawny_owl_3|Increases stamina regeneration and offensive stamina efficiency.<br><br>Superior potion: duration is paused at night.
2118472109||item_desc_thunderbolt_1|Increases armor penetration, poise damage, and damage through blocks.
2118472110||item_desc_thunderbolt_2|Increases armor penetration, poise damage, and damage through blocks.
2118472111||item_desc_thunderbolt_3|Increases armor penetration, poise damage, and damage through blocks.<br><br>Superior potion: critical hits have a chance to trigger a frenzy, slowing time while increasing speed.
2118472112||item_desc_white_honey_1|Drains active and dormant toxicity and cures toxicity fever, but cancels all active potions.
2118472113||item_desc_white_honey_2|Drains active and dormant toxicity and cures toxicity fever, but cancels all active potions.
2118472114||item_desc_white_honey_3|Drains active and dormant toxicity and cures toxicity fever, but cancels all active potions.<br><br>Superior potion: cancelling of potion effects is delayed by 10 seconds.
2118472115||item_desc_white_raffards_decoction_1|Greatly increases vitality regeneration.
2118472116||item_desc_white_raffards_decoction_2|Greatly increases vitality regeneration.
2118472117||item_desc_white_raffards_decoction_3|Greatly increases vitality regeneration.<br><br>Superior potion: when imbibed, heals 30% of missing vitality.
2118472118||skill_desc_lynx_set_ability1|For each set piece equipped: attacks have +$S$% flanking attack power and injury chance for $S$ seconds after a dodge, and dodges have +$S$% stamina efficiency and graze damage reduction for $S$ seconds after an attack.
2118472119||skill_desc_lynx_set_ability2|Injuries you inflict reduce enemy speed and damage by $S$%.
2118472120||skill_desc_gryphon_set_ability2|For each set piece equipped: $S$% of the Ethereal damage you deal permanently lowers enemy force, frost, fire, shock, and mental resistances. Can break damage immunities, but not status.
2118472121||skill_desc_gryphon_set_ability1|While inside a Yrden circle you have +$S$% increased time slow, +$S$% Vigor regeneration, and +$S$% Intensity for other Signs.
2118472122||skill_desc_bear_set_ability1|For each set piece equipped: perfect parries deal $S$% more poise damage, poise-breaking an enemy restores $S$ Stamina, and attacks against poise-broken enemies deal $S$% more damage.
2118472123||skill_desc_bear_set_ability2|Each point of current poise reduces enemy armor piercing by $S$% and damage taken through counters and parries by $S$%. Each point of missing poise increases attack speed by $S$% and poise damage by $S$%. Poise will not regenerate unless blocking or standing still.
2118472124||skill_desc_wolf_set_ability1|For each set piece equipped: applying bleeding generates $S$ Adrenaline and each point of Adrenaline gained above $S$ restores $S$ Vitality and $S$ Stamina.
2118472125||skill_desc_wolf_set_ability2|Maximum Adrenaline is increased to $S$. Bleed stacks reduce enemy force and frost resistance by $S$%.
2118472126||skill_desc_red_wolf_set_ability1|For each set piece equipped: +$S$% ranged damage (including bombs) and +$S$% attack power per status effect on the target.
2118472127||skill_desc_red_wolf_set_ability2|Effects that scale with Toxicity percent scale with flat Toxicity instead. +$S$% attack power and +$S$ Vitality regeneration per point of active Toxicity.
2118472128||skill_desc_viper_set_ability1|For each set piece equipped: critical hit chance is increased by $S$% for each poison stack on the target, and Axii applies up to $S$ poison stack on a successful cast.
2118472129||skill_desc_viper_set_ability2|You can apply an additional oil, and any potency loss from additional oils is reduced by $S$%. Each oil applied increases the bonus oil potency on critical hits by $S$%.
2118472130||skill_desc_vampire_set_ability1|Enemies damaging you in melee have a chance to bleed.
2118472131||skill_desc_vampire_set_ability2|Enemies slain in melee restore your Vitality by $S$ per bleed stack.
2118472132||skill_desc_vampire_set_ability3|Enemies damaging you in melee have a chance to be stunned or become your puppet.
2118472133||skill_desc_vampire_set_ability4|Axii removes all bleeding from the target to restore your Vitality by $S$ per bleed stack.
2118472134||SwordDancingEffectDescr|Strong attacks increase the damage of your next fast attack by $S$ and vice versa.
2118472135||SwordReachoftheDamnedEffectDescr|Attacking an opponent below $S$ health confers $S$ extra ethereal damage, while attacking opponents while you are below $S$ Vitality confers $S$ extra ethereal damage and +$S$ Adrenaline gain.<br>These effects can stack.
2118472136||SwordRedTearEffectDescr|As Vitality falls below $S$, you deal up to $S$ more damage in melee.
2118472137||item_name_robustswordofdolblathanna|Gláeddyv Blathanna
2118472138||item_name_red_wolf_school_crossbow|Manticore crossbow
2118472139||item_desc_red_wolf_school_crossbow|A sturdy and convenient projectile weapon.
2118472140||item_name_red_wolf_school_crossbow_schematic|Diagram: Manticore crossbow
2118472141||panel_common_statistics_tooltip_silver_fast_dps|Damage
2118472142||panel_common_statistics_tooltip_silver_fast_crit_chance|Critical hit chance
2118472143||panel_common_statistics_tooltip_silver_fast_crit_dmg|Critical hit damage
2118472144||panel_common_statistics_tooltip_silver_strong_dps|Damage
2118472145||panel_common_statistics_tooltip_silver_strong_crit_chance|Critical hit chance
2118472146||panel_common_statistics_tooltip_silver_strong_crit_dmg|Critical hit damage
2118472147||panel_common_statistics_tooltip_steel_fast_dps|Damage
2118472148||panel_common_statistics_tooltip_steel_fast_crit_chance|Critical hit chance
2118472149||panel_common_statistics_tooltip_steel_fast_crit_dmg|Critical hit damage
2118472150||panel_common_statistics_tooltip_steel_strong_dps|Damage
2118472151||panel_common_statistics_tooltip_steel_strong_crit_chance|Critical hit chance
2118472152||panel_common_statistics_tooltip_steel_strong_crit_dmg|Critical hit damage
2118472153||W3EE_EffectResist|Secondary Resistances
2118472154||W3EE_StamCostArmMod|Stamina costs modifier
2118472155||W3EE_StamRegArmMod|Stamina regen modifier
2118472156||W3EE_Efficiency|Efficiencies
2118472157||W3EE_StamEffAtt|Attack
2118472158||W3EE_StamEffDef|Defense
2118472159||W3EE_StamEffMov|Movement
2118472160||W3EE_AdrGen|Generation Rates
2118472161||W3EE_AdrGain|Current multiplier
2118472162||W3EE_AdrCount|Adrenaline gained on counter
2118472163||W3EE_AdrAtt|Adrenaline gained on attack
2118472164||W3EE_AdrKill|Adrenaline gained on kill
2118472165||W3EE_AdrHit|Adrenaline gained on being hit
2118472166||W3EE_DamBon|Damage bonus
2118472167||W3EE_AdrTimeSlow|Speed offset
2118472168||W3EE_AdrSignBon|Sign Intensity - Flood of Anger
2118472169||W3EE_Rates|Rates
2118472170||W3EE_ToxGain|Toxicity gain
2118472171||W3EE_ToxDrain|Toxicity drain
2118472172||W3EE_ToxDelta|Change per second
2118472173||W3EE_ToxSpeed|Base speed bonus - Frenzy
2118472174||W3EE_ToxAdr|Adrenaline generation bonus - Frenzy
2118472175||W3EE_ToxArm|Received damage reduction - Endure Pain
2118472176||W3EE_ToxPoise|Poise cost reduction - Endure Pain
2118472177||W3EE_FevVigRed|Vigor regen reduction - Toxicity Fever
2118472178||W3EE_FevStamRed|Stamina regen reduction - Toxicity Fever
2118472179||W3EE_FevSpdRed|Base speed reduction - Toxicity Fever
2118472180||spell_power_igni|Igni Intensity
2118472181||W3EE_VigRegenRedHP|Vigor regen reduction - Vitality
2118472182||W3EE_VigRegenRedTox|Vigor regen reduction - Toxicity
2118472183||W3EE_VigRegenBonAdr|Vigor regen bonus - Adrenaline
2118472184||W3EE_PoiseStats|Cost modifier
2118472185||W3EE_KolRedux|Redux
2118472186||Kol_DispItemName|Show Internal Item Names
2118472187||Kol_DropQuestItem|Drop Quest Items
2118472188||Kol_DelDropItem|Delete Dropped Items
2118472189||Kol_HumanPoiseFinish|Finishers - Disable Poise Finishers
2118472190||Kol_StaminaRegen|Stamina Regen Multiplier
2118472191||Kol_StaminaCosts|Stamina Costs Multiplier
2118472192||Kol_AggStam|Aggression - Stamina
2118472193||Kol_AggBeh|Aggression - Behavior
2118472194||attribute_name_poise_cost_bonus|Poise Efficiency
2118472195||primer_effect_descr1|increase toxicity drain by $I$%
2118472196||primer_effect_descr2|increase vitality regeneration by $I$
2118472197||primer_effect_descr3|increase damage dealt by $I$%
2118472198||panel_title_roach|Roach
2118472199||panel_title_stash|Stash
2118472200||Redux_item_quant_on_Roach|on Roach
2118472201||w3ee_sort_stash|Toggle Roach
2118472202|28cfaa13||Stash
2118472203|e4718bad||Stash
2118472204||Redux_WST|Witcher Senses - Toggle
2118472205||attribute_name_indestructible|Durability
2118472206||attribute_name_lifesteal|Lifesteal
2118472207||skill_name_magic_s17|Lethargy
2118472208||skill_desc_magic_s17|When Axii ends, targets lose $I$% of their maximum stamina and poise and are slowed for $I$ seconds.<br>These effects are reduced based on the maximum health of the target.
2118472218||Redux_DisableSwordFx|Disable Special Sword Effects
2118472219||redux_catSet_dodge|Cat Dodge Bonus
2118472220||redux_catSet_attack|Cat Attack Bonus
2118472221|ae78a6af|fhud_stashItemQuantity|Show how many items you have on Roach
2118472222||W3EE_StamRegenEffBon|Stamina regen and efficiency bonus
2118472223||W3EE_SpdRed|Speed reduction
2118472224||Kol_DamageReductionStamina|Damage Penalty - Max Reduction Percentage At No Stamina
2118472225||Kol_NoStaminaNoModifiers|Disable Distance Modifiers When Overexerted
2118472226||Redux_StashDebug|Stash Debug
2118472227||Redux_ToxMult|Toxicity - Multiplier
2118472228||SwordInjuryHealEffectDescr|Critical hits fully restore Poise and heal an injury.
2118472229||Redux_SetBonus1|Set Bonuses - First Requirement
2118472230||Redux_SetBonus2|Set Bonuses - Second Requirement
2118472231||W3EE_ReduxDynam|Redux - Dynamic
2118472232||W3EE_ReduxStrat|Redux - Strategic
2118472233||skill_desc_temerian_set_ability1|Critical damage is increased up to $S$% the more armor the target has. After $S$ seconds without attacking, your next attack has $S$% increased critical chance and armor piercing.
2118472234||skill_desc_nilfgaard_set_ability1|Your counters cost $S$% less poise. Hitting an enemy with less poise than you restores up to $S$ stamina.
2118472235||skill_desc_skellige_set_ability1|Enemies hitting you in melee may be chilled. When attacking with a two-handed secondary weapon, you deal $S$% more damage and are immune to stagger.
2118472236||skill_desc_ofieri_set_ability1|All equipped Glyphs (including Glyphword components) provide additional bonuses.<br>Signs: +$S$% respective Sign Intensity<br>Mending: +$S$ Vitality regeneration<br>Freeing: +$S$ Stamina regeneration<br>Binding: +$S$% Toxicity Drain<br>Warding: +$S$ Armor
2118472237||skill_desc_new_moon_set_ability1|Throwing knives stun opponents during their attacks. At night, total speed is increased by $S$% and dodge windows are lengthened.
2118472238||starting_pants_improved|Improved Kaer Morhen trousers
2118472239||starting_boots_improved|Improved Kaer Morhen boots
2118472240||starting_gloves_improved|Improved Kaer Morhen gauntlets
2118472241||starting_sword_steel_improved|Improved Kaer Morhen steel sword
2118472242||starting_sword_silver_improved|Improved Kaer Morhen silver sword
2118472243||item_name_starting_pants_upgrade_schematic|Improved Kaer Morhen trousers
2118472244||item_name_starting_boots_upgrade_schematic|Improved Kaer Morhen boots
2118472245||item_name_starting_gloves_upgrade_schematic|Improved Kaer Morhen gauntlets
2118472246||item_name_starting_sword_steel_upgrade_schematic|Improved Kaer Morhen steel sword
2118472247||item_name_starting_sword_silver_upgrade_schematic|Improved Kaer Morhen silver sword
2118472248||W3EE_PyromaniacSkill|Increases Firestream damage by $I$, Igni damage by $I$, and burn damage by $I$.
2118472249||Redux_DAC|Disable Artifact Comments
2118472250||redux_DeathCounter|Death Counter
2118472251||GaunterMode|Gaunter Mode
2118472252||Redux_GMEnabled|Enabled
2118472253||Redux_GMSkillReq|Skill Point Requirement
2118472254||Redux_GMSkillMod|Spent Skill Modifier
2118472255||Redux_GMDeathLimit|Death Limit
2118472256||Redux_GMVitality|Maximum Vitality Loss per Death
2118472257||Redux_GMStamina|Maximum Stamina Loss per Death
2118472258||Redux_GMToxicity|Maximum Toxicity Loss per Death
2118472259||Redux_GMIntensity|Sign Intensity Loss per Death
2118472260||Redux_GMXPModifier|XP Modifier per Death
2118472261||Redux_GMDurability|Maximum Equipment Durability Loss
2118472262||Redux_GMMark|GOD's Mark
2118472263||Redux_GMLethalMark|GOD's Mark - Lethal Only
2118472264||Redux_GMQuestMod|Death Decrement from Quests
2118472265||Redux_GMDeathMod|Death Increment from Recent Deaths
2118472266||attribute_name_attack_stamina_cost_bonus|Offense efficiency
2118472267||attribute_name_parry_stamina_cost_bonus|Defense efficiency
